"co_evento","nu_ano_competencia","qt_registros","qt_cnspcn","qt_cnspcn_menor18","qt_cnspcn_sexo_f","qt_apac","qt_cnes","qt_municipio_residencia","qt_aprovada","vl_aprovado","vl_aprovado_unitario_mediana","no_coorte","no_origem","sg_procedimento","no_procedimento"
604360029,2014,5,1,0,0,2,1,1,120,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2014,5,1,0,0,2,1,1,120,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2015,12,1,0,0,5,1,1,320,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
604360029,2016,2,1,0,0,2,1,1,60,0.0,,acidente_vascular,sia_am,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
601180038,2008,2,1,0,1,2,1,1,120,30.0,0.25,acidente_vascular,sia_am,BEZA200,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2014,10,3,0,2,4,1,2,160,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2015,43,4,0,3,16,1,2,1060,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
604330022,2016,24,6,0,4,10,2,3,361,0.0,,acidente_vascular,sia_am,CLOP75,CLOPIDOGREL 75MG (COMPRIMIDO)
